89104,90.14704148199999,10
89148,90.53138990583335,5
89103,89.96359188897436,20
89121,86.31947219500002,9
89102,88.63950840648651,17
89119,90.02655428441176,15
89129,93.71115655307692,6
89110,90.06805743333332,6
89183,93.32010582111111,5
89120,89.39675324799998,3
89131,93.90306122428571,3
89101,90.7951557118182,8
89147,90.7830917503226,11
89128,91.66367401533333,8
89117,92.22174715047618,22
89123,90.20590100151514,11
89146,88.84738682124998,12
89106,90.38492063499999,5
89145,92.5993266,4
89130,91.13032020062501,8
89113,93.279220779,4
89109,91.63815987833333,3
89115,90.55741206785714,4
89118,90.18116838238095,10
89139,92.1999975370588,8
89169,91.00196039125,6
89030,87.47685185,1
89122,90.72679771142857,4
89135,93.77289377285716,2
89014,91.66666667,1
89032,89.54545455,1
89108,90.89634186882351,8
89134,93.43253968166668,3
89141,93.23565323666666,3
89107,90.3472222225,2
89178,94.15151515199999,2
89143,91.67857143,1
89156,93.47619047666667,1
89124,92.36842105,1
89149,93.58101422428571,2
89142,88.055555555,1
